## Frequencies(%) of answers to several questions of the module  "Personal and Social Well-Being"
## as prepared  from the data table corresponding to the ESS 2012
## downloaded from http://www.europeansocialsurvey.org/.
## Mathieu Kessler, Universidad Politécnica de Cartagena, January 20th, 2014.
"Pais";"Pregunta";"Respuesta";"Porcentaje"
"Iceland";"Felt lonely, how often past week";"None or almost none of the time";77.807486631016
"Netherlands";"Felt lonely, how often past week";"None or almost none of the time";74.1585233441911
"Norway";"Felt lonely, how often past week";"None or almost none of the time";81.3967861557478
"Poland";"Felt lonely, how often past week";"None or almost none of the time";70.6631299734748
"Portugal";"Felt lonely, how often past week";"None or almost none of the time";65.1769087523277
"Russian Federation";"Felt lonely, how often past week";"None or almost none of the time";49.6514965149651
"Sweden";"Felt lonely, how often past week";"None or almost none of the time";75.3521126760563
"Slovenia";"Felt lonely, how often past week";"None or almost none of the time";78.1673306772908
"Slovakia";"Felt lonely, how often past week";"None or almost none of the time";52.645935624659
"Kosovo";"Felt lonely, how often past week";"None or almost none of the time";51.0571652310102
"Belgium";"Felt lonely, how often past week";"Some of the time";21.4247455811462
"Bulgaria";"Felt lonely, how often past week";"Some of the time";30.1204819277108
"Switzerland";"Felt lonely, how often past week";"Some of the time";19.5302013422819
"Cyprus";"Felt lonely, how often past week";"Some of the time";24.2587601078167
"Czech Republic";"Felt lonely, how often past week";"Some of the time";31.5384615384615
"Germany";"Felt lonely, how often past week";"Some of the time";18.6991869918699
"Denmark";"Felt lonely, how often past week";"Some of the time";13.2361870066788
"Estonia";"Felt lonely, how often past week";"Some of the time";26.8776371308017
"Spain";"Felt lonely, how often past week";"Some of the time";23.6074270557029
"Finland";"Felt lonely, how often past week";"Some of the time";17.8213309024613
"United Kingdom";"Felt lonely, how often past week";"Some of the time";22.874671340929
"Ireland";"Felt lonely, how often past week";"Some of the time";25.5441008018328
"Israel";"Felt lonely, how often past week";"Some of the time";21.5520707679936
"Iceland";"Felt lonely, how often past week";"Some of the time";18.9839572192513
"Netherlands";"Felt lonely, how often past week";"Some of the time";20.0868621064061
"Norway";"Felt lonely, how often past week";"Some of the time";16.3782447466007
"Poland";"Felt lonely, how often past week";"Some of the time";19.2042440318302
"Portugal";"Felt lonely, how often past week";"Some of the time";24.4413407821229
"Russian Federation";"Felt lonely, how often past week";"Some of the time";33.4563345633456
"Sweden";"Felt lonely, how often past week";"Some of the time";19.9349945828819
"Slovenia";"Felt lonely, how often past week";"Some of the time";16.0159362549801
"Slovakia";"Felt lonely, how often past week";"Some of the time";36.9339879978178
"Kosovo";"Felt lonely, how often past week";"Some of the time";39.5458104933438
"Belgium";"Felt lonely, how often past week";"Most of the time";5.35618639528656
"Bulgaria";"Felt lonely, how often past week";"Most of the time";9.90629183400268
"Switzerland";"Felt lonely, how often past week";"Most of the time";2.68456375838926
"Cyprus";"Felt lonely, how often past week";"Most of the time";6.55884995507637
"Czech Republic";"Felt lonely, how often past week";"Most of the time";11.3333333333333
"Germany";"Felt lonely, how often past week";"Most of the time";3.04878048780488
"Denmark";"Felt lonely, how often past week";"Most of the time";1.88221007893139
"Estonia";"Felt lonely, how often past week";"Most of the time";6.58227848101266
"Spain";"Felt lonely, how often past week";"Most of the time";5.19893899204244
"Finland";"Felt lonely, how often past week";"Most of the time";2.78030993618961
"United Kingdom";"Felt lonely, how often past week";"Most of the time";4.9079754601227
"Ireland";"Felt lonely, how often past week";"Most of the time";3.13096601756396
"Israel";"Felt lonely, how often past week";"Most of the time";5.74989947728187
"Iceland";"Felt lonely, how often past week";"Most of the time";2.67379679144385
"Netherlands";"Felt lonely, how often past week";"Most of the time";4.18023887079262
"Norway";"Felt lonely, how often past week";"Most of the time";1.48331273176761
"Poland";"Felt lonely, how often past week";"Most of the time";5.94164456233422
"Portugal";"Felt lonely, how often past week";"Most of the time";7.16945996275605
"Russian Federation";"Felt lonely, how often past week";"Most of the time";13.9811398113981
"Sweden";"Felt lonely, how often past week";"Most of the time";3.14192849404117
"Slovenia";"Felt lonely, how often past week";"Most of the time";4.22310756972112
"Slovakia";"Felt lonely, how often past week";"Most of the time";7.58319694489907
"Kosovo";"Felt lonely, how often past week";"Most of the time";6.734534064213
"Belgium";"Felt lonely, how often past week";"All or almost all of the time";2.83877878950187
"Bulgaria";"Felt lonely, how often past week";"All or almost all of the time";6.02409638554217
"Switzerland";"Felt lonely, how often past week";"All or almost all of the time";0.939597315436242
"Cyprus";"Felt lonely, how often past week";"All or almost all of the time";4.04312668463612
"Czech Republic";"Felt lonely, how often past week";"All or almost all of the time";4.46153846153846
"Germany";"Felt lonely, how often past week";"All or almost all of the time";1.72764227642276
"Denmark";"Felt lonely, how often past week";"All or almost all of the time";1.09289617486339
"Estonia";"Felt lonely, how often past week";"All or almost all of the time";2.91139240506329
"Spain";"Felt lonely, how often past week";"All or almost all of the time";3.342175066313
"Finland";"Felt lonely, how often past week";"All or almost all of the time";1.45852324521422
"United Kingdom";"Felt lonely, how often past week";"All or almost all of the time";2.19106047326906
"Ireland";"Felt lonely, how often past week";"All or almost all of the time";1.90912562046583
"Israel";"Felt lonely, how often past week";"All or almost all of the time";2.25170888620828
"Iceland";"Felt lonely, how often past week";"All or almost all of the time";0.53475935828877
"Netherlands";"Felt lonely, how often past week";"All or almost all of the time";1.57437567861021
"Norway";"Felt lonely, how often past week";"All or almost all of the time";0.741656365883807
"Poland";"Felt lonely, how often past week";"All or almost all of the time";4.19098143236074
"Portugal";"Felt lonely, how often past week";"All or almost all of the time";3.2122905027933
"Russian Federation";"Felt lonely, how often past week";"All or almost all of the time";2.9110291102911
"Sweden";"Felt lonely, how often past week";"All or almost all of the time";1.57096424702058
"Slovenia";"Felt lonely, how often past week";"All or almost all of the time";1.59362549800797
"Slovakia";"Felt lonely, how often past week";"All or almost all of the time";2.83687943262411
"Kosovo";"Felt lonely, how often past week";"All or almost all of the time";2.66249021143305
"Belgium";"Were happy, how often past week";"None or almost none of the time";4.01929260450161
"Bulgaria";"Were happy, how often past week";"None or almost none of the time";12.1621621621622
"Switzerland";"Were happy, how often past week";"None or almost none of the time";2.35215053763441
"Cyprus";"Were happy, how often past week";"None or almost none of the time";6.79347826086956
"Czech Republic";"Were happy, how often past week";"None or almost none of the time";4.01854714064915
"Germany";"Were happy, how often past week";"None or almost none of the time";4.07331975560081
"Denmark";"Were happy, how often past week";"None or almost none of the time";4.40097799511002
"Estonia";"Were happy, how often past week";"None or almost none of the time";7.75458031529612
"Spain";"Were happy, how often past week";"None or almost none of the time";5.03711558854719
"Finland";"Were happy, how often past week";"None or almost none of the time";4.1970802919708
"United Kingdom";"Were happy, how often past week";"None or almost none of the time";2.54274441034634
"Ireland";"Were happy, how often past week";"None or almost none of the time";2.89855072463768
"Israel";"Were happy, how often past week";"None or almost none of the time";6.34343434343434
"Iceland";"Were happy, how often past week";"None or almost none of the time";2.81501340482574
"Netherlands";"Were happy, how often past week";"None or almost none of the time";3.75
"Norway";"Were happy, how often past week";"None or almost none of the time";2.97397769516729
"Poland";"Were happy, how often past week";"None or almost none of the time";8.70261612386546
"Portugal";"Were happy, how often past week";"None or almost none of the time";6.99953336444237
"Russian Federation";"Were happy, how often past week";"None or almost none of the time";5.16292848074482
"Sweden";"Were happy, how often past week";"None or almost none of the time";3.53260869565217
"Slovenia";"Were happy, how often past week";"None or almost none of the time";1.36108887109688
"Slovakia";"Were happy, how often past week";"None or almost none of the time";3.9803707742639
"Kosovo";"Were happy, how often past week";"None or almost none of the time";4.57719162141195
"Belgium";"Were happy, how often past week";"Some of the time";16.5058949624866
"Bulgaria";"Were happy, how often past week";"Some of the time";37.0720720720721
"Switzerland";"Were happy, how often past week";"Some of the time";16.0618279569892
"Cyprus";"Were happy, how often past week";"Some of the time";21.286231884058
"Czech Republic";"Were happy, how often past week";"Some of the time";21.5352910870685
"Germany";"Were happy, how often past week";"Some of the time";23.7270875763747
"Denmark";"Were happy, how often past week";"Some of the time";21.5158924205379
"Estonia";"Were happy, how often past week";"Some of the time";25.990626331487
"Spain";"Were happy, how often past week";"Some of the time";26.5111346765642
"Finland";"Were happy, how often past week";"Some of the time";22.2171532846715
"United Kingdom";"Were happy, how often past week";"Some of the time";23.0600613765892
"Ireland";"Were happy, how often past week";"Some of the time";18.0396643783371
"Israel";"Were happy, how often past week";"Some of the time";29.4949494949495
"Iceland";"Were happy, how often past week";"Some of the time";13.6729222520107
"Netherlands";"Were happy, how often past week";"Some of the time";16.4673913043478
"Norway";"Were happy, how often past week";"Some of the time";20.817843866171
"Poland";"Were happy, how often past week";"Some of the time";23.7586759209824
"Portugal";"Were happy, how often past week";"Some of the time";30.9846010265982
"Russian Federation";"Were happy, how often past week";"Some of the time";25.7723233178163
"Sweden";"Were happy, how often past week";"Some of the time";19.5652173913043
"Slovenia";"Were happy, how often past week";"Some of the time";13.9311449159327
"Slovakia";"Were happy, how often past week";"Some of the time";27.3718647764449
"Kosovo";"Were happy, how often past week";"Some of the time";33.0488750969744
"Belgium";"Were happy, how often past week";"Most of the time";50.3215434083601
"Bulgaria";"Were happy, how often past week";"Most of the time";35.1801801801802
"Switzerland";"Were happy, how often past week";"Most of the time";48.1854838709677
"Cyprus";"Were happy, how often past week";"Most of the time";40.2173913043478
"Czech Republic";"Were happy, how often past week";"Most of the time";49.613601236476
"Germany";"Were happy, how often past week";"Most of the time";48.9137813985065
"Denmark";"Were happy, how often past week";"Most of the time";47.0048899755501
"Estonia";"Were happy, how often past week";"Most of the time";50.063911376225
"Spain";"Were happy, how often past week";"Most of the time";42.5238600212089
"Finland";"Were happy, how often past week";"Most of the time";54.6532846715328
"United Kingdom";"Were happy, how often past week";"Most of the time";48.4436650591846
"Ireland";"Were happy, how often past week";"Most of the time";45.0038138825324
"Israel";"Were happy, how often past week";"Most of the time";44.1616161616162
"Iceland";"Were happy, how often past week";"Most of the time";45.4423592493298
"Netherlands";"Were happy, how often past week";"Most of the time";47.7717391304348
"Norway";"Were happy, how often past week";"Most of the time";51.4869888475836
"Poland";"Were happy, how often past week";"Most of the time";41.1105178857448
"Portugal";"Were happy, how often past week";"Most of the time";35.6042930471302
"Russian Federation";"Were happy, how often past week";"Most of the time";55.2687261955142
"Sweden";"Were happy, how often past week";"Most of the time";44.2934782608696
"Slovenia";"Were happy, how often past week";"Most of the time";58.2866293034428
"Slovakia";"Were happy, how often past week";"Most of the time";46.8920392584515
"Kosovo";"Were happy, how often past week";"Most of the time";46.0046547711404
"Belgium";"Were happy, how often past week";"All or almost all of the time";29.1532690246517
"Bulgaria";"Were happy, how often past week";"All or almost all of the time";15.5855855855856
"Switzerland";"Were happy, how often past week";"All or almost all of the time";33.4005376344086
"Cyprus";"Were happy, how often past week";"All or almost all of the time";31.7028985507246
"Czech Republic";"Were happy, how often past week";"All or almost all of the time";24.8325605358063
"Germany";"Were happy, how often past week";"All or almost all of the time";23.285811269518
"Denmark";"Were happy, how often past week";"All or almost all of the time";27.078239608802
"Estonia";"Were happy, how often past week";"All or almost all of the time";16.1908819769919
"Spain";"Were happy, how often past week";"All or almost all of the time";25.9278897136797
"Finland";"Were happy, how often past week";"All or almost all of the time";18.9324817518248
"United Kingdom";"Were happy, how often past week";"All or almost all of the time";25.9535291538799
"Ireland";"Were happy, how often past week";"All or almost all of the time";34.0579710144928
"Israel";"Were happy, how often past week";"All or almost all of the time";20
"Iceland";"Were happy, how often past week";"All or almost all of the time";38.0697050938338
"Netherlands";"Were happy, how often past week";"All or almost all of the time";32.0108695652174
"Norway";"Were happy, how often past week";"All or almost all of the time";24.7211895910781
"Poland";"Were happy, how often past week";"All or almost all of the time";26.4281900694074
"Portugal";"Were happy, how often past week";"All or almost all of the time";26.4115725618292
"Russian Federation";"Were happy, how often past week";"All or almost all of the time";13.7960220059247
"Sweden";"Were happy, how often past week";"All or almost all of the time";32.6086956521739
"Slovenia";"Were happy, how often past week";"All or almost all of the time";26.4211369095276
"Slovakia";"Were happy, how often past week";"All or almost all of the time";21.7557251908397
"Kosovo";"Were happy, how often past week";"All or almost all of the time";16.3692785104732
"Belgium";"Sleep was restless, how often past week";"None or almost none of the time";42.0235546038544
"Bulgaria";"Sleep was restless, how often past week";"None or almost none of the time";37.0551601423488
"Switzerland";"Sleep was restless, how often past week";"None or almost none of the time";49.1957104557641
"Cyprus";"Sleep was restless, how often past week";"None or almost none of the time";48.692515779982
"Czech Republic";"Sleep was restless, how often past week";"None or almost none of the time";44.4727457972491
"Germany";"Sleep was restless, how often past week";"None or almost none of the time";43.1279620853081
"Denmark";"Sleep was restless, how often past week";"None or almost none of the time";48.906439854192
"Estonia";"Sleep was restless, how often past week";"None or almost none of the time";44.0656565656566
"Spain";"Sleep was restless, how often past week";"None or almost none of the time";45.5702917771883
"Finland";"Sleep was restless, how often past week";"None or almost none of the time";48.1076151390789
"United Kingdom";"Sleep was restless, how often past week";"None or almost none of the time";40.5085488820693
"Ireland";"Sleep was restless, how often past week";"None or almost none of the time";52.6536846124475
"Israel";"Sleep was restless, how often past week";"None or almost none of the time";50.2808988764045
"Iceland";"Sleep was restless, how often past week";"None or almost none of the time";48.2573726541555
"Netherlands";"Sleep was restless, how often past week";"None or almost none of the time";45.0895279435703
"Norway";"Sleep was restless, how often past week";"None or almost none of the time";53.3374536464771
"Poland";"Sleep was restless, how often past week";"None or almost none of the time";56.627783669141
"Portugal";"Sleep was restless, how often past week";"None or almost none of the time";50.6983240223464
"Russian Federation";"Sleep was restless, how often past week";"None or almost none of the time";37.5153248876175
"Sweden";"Sleep was restless, how often past week";"None or almost none of the time";57.6610720086627
"Slovenia";"Sleep was restless, how often past week";"None or almost none of the time";51.4331210191083
"Slovakia";"Sleep was restless, how often past week";"None or almost none of the time";36.5614798694233
"Kosovo";"Sleep was restless, how often past week";"None or almost none of the time";35.9314107560405
"Belgium";"Sleep was restless, how often past week";"Some of the time";37.9014989293362
"Bulgaria";"Sleep was restless, how often past week";"Some of the time";45.8629893238434
"Switzerland";"Sleep was restless, how often past week";"Some of the time";37.1313672922252
"Cyprus";"Sleep was restless, how often past week";"Some of the time";31.9206492335437
"Czech Republic";"Sleep was restless, how often past week";"Some of the time";38.0030565461029
"Germany";"Sleep was restless, how often past week";"Some of the time";36.6283006093433
"Denmark";"Sleep was restless, how often past week";"Some of the time";37.0595382746051
"Estonia";"Sleep was restless, how often past week";"Some of the time";37.2053872053872
"Spain";"Sleep was restless, how often past week";"Some of the time";38.5145888594164
"Finland";"Sleep was restless, how often past week";"Some of the time";39.7628818969448
"United Kingdom";"Sleep was restless, how often past week";"Some of the time";36.2560280578694
"Ireland";"Sleep was restless, how often past week";"Some of the time";35.8151966399389
"Israel";"Sleep was restless, how often past week";"Some of the time";35.1123595505618
"Iceland";"Sleep was restless, how often past week";"Some of the time";38.0697050938338
"Netherlands";"Sleep was restless, how often past week";"Some of the time";37.0048833423766
"Norway";"Sleep was restless, how often past week";"Some of the time";36.6501854140915
"Poland";"Sleep was restless, how often past week";"Some of the time";24.1781548250265
"Portugal";"Sleep was restless, how often past week";"Some of the time";36.8715083798883
"Russian Federation";"Sleep was restless, how often past week";"Some of the time";39.8447078054761
"Sweden";"Sleep was restless, how often past week";"Some of the time";30.4818624796968
"Slovenia";"Sleep was restless, how often past week";"Some of the time";32.8025477707006
"Slovakia";"Sleep was restless, how often past week";"Some of the time";50
"Kosovo";"Sleep was restless, how often past week";"Some of the time";46.6874512860483
"Belgium";"Sleep was restless, how often past week";"Most of the time";14.4539614561028
"Bulgaria";"Sleep was restless, how often past week";"Most of the time";12.6334519572954
"Switzerland";"Sleep was restless, how often past week";"Most of the time";8.84718498659517
"Cyprus";"Sleep was restless, how often past week";"Most of the time";13.5256988277728
"Czech Republic";"Sleep was restless, how often past week";"Most of the time";12.5318390219052
"Germany";"Sleep was restless, how often past week";"Most of the time";12.9654705484089
"Denmark";"Sleep was restless, how often past week";"Most of the time";8.68772782503038
"Estonia";"Sleep was restless, how often past week";"Most of the time";13.6363636363636
"Spain";"Sleep was restless, how often past week";"Most of the time";11.4058355437666
"Finland";"Sleep was restless, how often past week";"Most of the time";8.66393068855449
"United Kingdom";"Sleep was restless, how often past week";"Most of the time";13.1521262604121
"Ireland";"Sleep was restless, how often past week";"Most of the time";8.09469263077511
"Israel";"Sleep was restless, how often past week";"Most of the time";10.2728731942215
"Iceland";"Sleep was restless, how often past week";"Most of the time";9.6514745308311
"Netherlands";"Sleep was restless, how often past week";"Most of the time";13.4020618556701
"Norway";"Sleep was restless, how often past week";"Most of the time";6.61310259579728
"Poland";"Sleep was restless, how often past week";"Most of the time";12.0890774125133
"Portugal";"Sleep was restless, how often past week";"Most of the time";9.12476722532588
"Russian Federation";"Sleep was restless, how often past week";"Most of the time";18.7985288107887
"Sweden";"Sleep was restless, how often past week";"Most of the time";8.55441256090958
"Slovenia";"Sleep was restless, how often past week";"Most of the time";11.9426751592357
"Slovakia";"Sleep was restless, how often past week";"Most of the time";9.68443960826986
"Kosovo";"Sleep was restless, how often past week";"Most of the time";13.717848791894
"Belgium";"Sleep was restless, how often past week";"All or almost all of the time";5.62098501070664
"Bulgaria";"Sleep was restless, how often past week";"All or almost all of the time";4.44839857651246
"Switzerland";"Sleep was restless, how often past week";"All or almost all of the time";4.82573726541555
"Cyprus";"Sleep was restless, how often past week";"All or almost all of the time";5.86113615870153
"Czech Republic";"Sleep was restless, how often past week";"All or almost all of the time";4.99235863474274
"Germany";"Sleep was restless, how often past week";"All or almost all of the time";7.27826675693974
"Denmark";"Sleep was restless, how often past week";"All or almost all of the time";5.34629404617254
"Estonia";"Sleep was restless, how often past week";"All or almost all of the time";5.09259259259259
"Spain";"Sleep was restless, how often past week";"All or almost all of the time";4.50928381962865
"Finland";"Sleep was restless, how often past week";"All or almost all of the time";3.4655722754218
"United Kingdom";"Sleep was restless, how often past week";"All or almost all of the time";10.0832967996493
"Ireland";"Sleep was restless, how often past week";"All or almost all of the time";3.43642611683849
"Israel";"Sleep was restless, how often past week";"All or almost all of the time";4.3338683788122
"Iceland";"Sleep was restless, how often past week";"All or almost all of the time";4.02144772117962
"Netherlands";"Sleep was restless, how often past week";"All or almost all of the time";4.50352685838307
"Norway";"Sleep was restless, how often past week";"All or almost all of the time";3.39925834363412
"Poland";"Sleep was restless, how often past week";"All or almost all of the time";7.10498409331919
"Portugal";"Sleep was restless, how often past week";"All or almost all of the time";3.30540037243948
"Russian Federation";"Sleep was restless, how often past week";"All or almost all of the time";3.8414384961177
"Sweden";"Sleep was restless, how often past week";"All or almost all of the time";3.30265295073092
"Slovenia";"Sleep was restless, how often past week";"All or almost all of the time";3.82165605095541
"Slovakia";"Sleep was restless, how often past week";"All or almost all of the time";3.75408052230686
"Kosovo";"Sleep was restless, how often past week";"All or almost all of the time";3.66328916601715
"Belgium";"Felt everything did as effort, how often past week";"None or almost none of the time";52.8403001071811
"Bulgaria";"Felt everything did as effort, how often past week";"None or almost none of the time";42.2974176313446
"Switzerland";"Felt everything did as effort, how often past week";"None or almost none of the time";45.8081824279007
"Cyprus";"Felt everything did as effort, how often past week";"None or almost none of the time";60.252935862692
"Czech Republic";"Felt everything did as effort, how often past week";"None or almost none of the time";37.0389344262295
"Germany";"Felt everything did as effort, how often past week";"None or almost none of the time";35.8618354216052
"Denmark";"Felt everything did as effort, how often past week";"None or almost none of the time";50.2439024390244
"Estonia";"Felt everything did as effort, how often past week";"None or almost none of the time";33.3474218089603
"Spain";"Felt everything did as effort, how often past week";"None or almost none of the time";51.5119363395225
"Finland";"Felt everything did as effort, how often past week";"None or almost none of the time";61.9351894112278
"United Kingdom";"Felt everything did as effort, how often past week";"None or almost none of the time";48.6178148310663
"Ireland";"Felt everything did as effort, how often past week";"None or almost none of the time";53.9343009931245
"Israel";"Felt everything did as effort, how often past week";"None or almost none of the time";46.3404771532552
"Iceland";"Felt everything did as effort, how often past week";"None or almost none of the time";51.004016064257
"Netherlands";"Felt everything did as effort, how often past week";"None or almost none of the time";58.0260303687636
"Norway";"Felt everything did as effort, how often past week";"None or almost none of the time";65.4060756354619
"Poland";"Felt everything did as effort, how often past week";"None or almost none of the time";51.7571884984025
"Portugal";"Felt everything did as effort, how often past week";"None or almost none of the time";31.2208760484623
"Russian Federation";"Felt everything did as effort, how often past week";"None or almost none of the time";33.1009023789992
"Sweden";"Felt everything did as effort, how often past week";"None or almost none of the time";62.2222222222222
"Slovenia";"Felt everything did as effort, how often past week";"None or almost none of the time";61.4525139664804
"Slovakia";"Felt everything did as effort, how often past week";"None or almost none of the time";19.6399345335516
"Kosovo";"Felt everything did as effort, how often past week";"None or almost none of the time";18.5509554140127
"Belgium";"Felt everything did as effort, how often past week";"Some of the time";36.0128617363344
"Bulgaria";"Felt everything did as effort, how often past week";"Some of the time";40.8726625111309
"Switzerland";"Felt everything did as effort, how often past week";"Some of the time";42.186452045607
"Cyprus";"Felt everything did as effort, how often past week";"Some of the time";30.0813008130081
"Czech Republic";"Felt everything did as effort, how often past week";"Some of the time";42.7766393442623
"Germany";"Felt everything did as effort, how often past week";"Some of the time";47.172367084321
"Denmark";"Felt everything did as effort, how often past week";"Some of the time";40.2439024390244
"Estonia";"Felt everything did as effort, how often past week";"Some of the time";43.7447168216399
"Spain";"Felt everything did as effort, how often past week";"Some of the time";35.8620689655172
"Finland";"Felt everything did as effort, how often past week";"Some of the time";30.5340027384756
"United Kingdom";"Felt everything did as effort, how often past week";"Some of the time";36.682755594559
"Ireland";"Felt everything did as effort, how often past week";"Some of the time";37.2803666921314
"Israel";"Felt everything did as effort, how often past week";"Some of the time";35.4225636878285
"Iceland";"Felt everything did as effort, how often past week";"Some of the time";39.2235609103079
"Netherlands";"Felt everything did as effort, how often past week";"Some of the time";32.3752711496746
"Norway";"Felt everything did as effort, how often past week";"Some of the time";30.1921884686919
"Poland";"Felt everything did as effort, how often past week";"Some of the time";34.6645367412141
"Portugal";"Felt everything did as effort, how often past week";"Some of the time";31.3606710158434
"Russian Federation";"Felt everything did as effort, how often past week";"Some of the time";46.9647251845775
"Sweden";"Felt everything did as effort, how often past week";"Some of the time";30.4607046070461
"Slovenia";"Felt everything did as effort, how often past week";"Some of the time";29.9281723862729
"Slovakia";"Felt everything did as effort, how often past week";"Some of the time";56.6284779050737
"Kosovo";"Felt everything did as effort, how often past week";"Some of the time";50.3184713375796
"Belgium";"Felt everything did as effort, how often past week";"Most of the time";8.62808145766345
"Bulgaria";"Felt everything did as effort, how often past week";"Most of the time";11.7987533392698
"Switzerland";"Felt everything did as effort, how often past week";"Most of the time";9.05432595573441
"Cyprus";"Felt everything did as effort, how often past week";"Most of the time";7.22673893405601
"Czech Republic";"Felt everything did as effort, how often past week";"Most of the time";16.2909836065574
"Germany";"Felt everything did as effort, how often past week";"Most of the time";13.0037250253979
"Denmark";"Felt everything did as effort, how often past week";"Most of the time";6.40243902439024
"Estonia";"Felt everything did as effort, how often past week";"Most of the time";17.9628064243449
"Spain";"Felt everything did as effort, how often past week";"Most of the time";8.48806366047745
"Finland";"Felt everything did as effort, how often past week";"Most of the time";5.38566864445459
"United Kingdom";"Felt everything did as effort, how often past week";"Most of the time";10.3554190434401
"Ireland";"Felt everything did as effort, how often past week";"Most of the time";6.03514132925898
"Israel";"Felt everything did as effort, how often past week";"Most of the time";13.5867367569753
"Iceland";"Felt everything did as effort, how often past week";"Most of the time";8.70147255689424
"Netherlands";"Felt everything did as effort, how often past week";"Most of the time";6.99566160520607
"Norway";"Felt everything did as effort, how often past week";"Most of the time";3.59578425294482
"Poland";"Felt everything did as effort, how often past week";"Most of the time";9.79765708200213
"Portugal";"Felt everything did as effort, how often past week";"Most of the time";22.7865796831314
"Russian Federation";"Felt everything did as effort, how often past week";"Most of the time";17.5143560295324
"Sweden";"Felt everything did as effort, how often past week";"Most of the time";5.14905149051491
"Slovenia";"Felt everything did as effort, how often past week";"Most of the time";6.62410215482841
"Slovakia";"Felt everything did as effort, how often past week";"Most of the time";19.0398254228041
"Kosovo";"Felt everything did as effort, how often past week";"Most of the time";23.9649681528662
"Belgium";"Felt everything did as effort, how often past week";"All or almost all of the time";2.51875669882101
"Bulgaria";"Felt everything did as effort, how often past week";"All or almost all of the time";5.03116651825467
"Switzerland";"Felt everything did as effort, how often past week";"All or almost all of the time";2.95103957075788
"Cyprus";"Felt everything did as effort, how often past week";"All or almost all of the time";2.4390243902439
"Czech Republic";"Felt everything did as effort, how often past week";"All or almost all of the time";3.89344262295082
"Germany";"Felt everything did as effort, how often past week";"All or almost all of the time";3.96207246867592
"Denmark";"Felt everything did as effort, how often past week";"All or almost all of the time";3.10975609756098
"Estonia";"Felt everything did as effort, how often past week";"All or almost all of the time";4.94505494505495
"Spain";"Felt everything did as effort, how often past week";"All or almost all of the time";4.13793103448276
"Finland";"Felt everything did as effort, how often past week";"All or almost all of the time";2.14513920584208
"United Kingdom";"Felt everything did as effort, how often past week";"All or almost all of the time";4.34401053093462
"Ireland";"Felt everything did as effort, how often past week";"All or almost all of the time";2.7501909854851
"Israel";"Felt everything did as effort, how often past week";"All or almost all of the time";4.65022240194096
"Iceland";"Felt everything did as effort, how often past week";"All or almost all of the time";1.07095046854083
"Netherlands";"Felt everything did as effort, how often past week";"All or almost all of the time";2.60303687635575
"Norway";"Felt everything did as effort, how often past week";"All or almost all of the time";0.805951642901426
"Poland";"Felt everything did as effort, how often past week";"All or almost all of the time";3.78061767838126
"Portugal";"Felt everything did as effort, how often past week";"All or almost all of the time";14.6318732525629
"Russian Federation";"Felt everything did as effort, how often past week";"All or almost all of the time";2.42001640689089
"Sweden";"Felt everything did as effort, how often past week";"All or almost all of the time";2.1680216802168
"Slovenia";"Felt everything did as effort, how often past week";"All or almost all of the time";1.9952114924182
"Slovakia";"Felt everything did as effort, how often past week";"All or almost all of the time";4.69176213857065
"Kosovo";"Felt everything did as effort, how often past week";"All or almost all of the time";7.1656050955414
"Belgium";"Felt depressed, how often past week";"None or almost none of the time";65.7020364415863
"Bulgaria";"Felt depressed, how often past week";"None or almost none of the time";50.2463054187192
"Switzerland";"Felt depressed, how often past week";"None or almost none of the time";65.0804289544236
"Cyprus";"Felt depressed, how often past week";"None or almost none of the time";63.2286995515695
"Czech Republic";"Felt depressed, how often past week";"None or almost none of the time";44.3932411674347
"Germany";"Felt depressed, how often past week";"None or almost none of the time";63.0545208262784
"Denmark";"Felt depressed, how often past week";"None or almost none of the time";79.7807551766139
"Estonia";"Felt depressed, how often past week";"None or almost none of the time";50.6350550381033
"Spain";"Felt depressed, how often past week";"None or almost none of the time";53.5069075451647
"Finland";"Felt depressed, how often past week";"None or almost none of the time";80.5922551252847
"United Kingdom";"Felt depressed, how often past week";"None or almost none of the time";67.4113009198423
"Ireland";"Felt depressed, how often past week";"None or almost none of the time";71.1825487944891
"Israel";"Felt depressed, how often past week";"None or almost none of the time";62.4949859606899
"Iceland";"Felt depressed, how often past week";"None or almost none of the time";64.9193548387097
"Netherlands";"Felt depressed, how often past week";"None or almost none of the time";69.3268186753529
"Norway";"Felt depressed, how often past week";"None or almost none of the time";79.4808405438813
"Poland";"Felt depressed, how often past week";"None or almost none of the time";54.9019607843137
"Portugal";"Felt depressed, how often past week";"None or almost none of the time";56.9366852886406
"Russian Federation";"Felt depressed, how often past week";"None or almost none of the time";45.391233101188
"Sweden";"Felt depressed, how often past week";"None or almost none of the time";76.0021668472373
"Slovenia";"Felt depressed, how often past week";"None or almost none of the time";70.7336523125997
"Slovakia";"Felt depressed, how often past week";"None or almost none of the time";49.3456924754635
"Kosovo";"Felt depressed, how often past week";"None or almost none of the time";33.5949764521193
"Belgium";"Felt depressed, how often past week";"Some of the time";27.9206859592712
"Bulgaria";"Felt depressed, how often past week";"Some of the time";37.6175548589342
"Switzerland";"Felt depressed, how often past week";"Some of the time";31.1662198391421
"Cyprus";"Felt depressed, how often past week";"Some of the time";27.7130044843049
